ID,Severity,Start_Time,End_Time,Distance(mi),Start_Lat,Start_Lng,City,County,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-3164323,2,2017-11-02 14:46:16,2017-11-02 15:30:44,0.0,29.934153,-95.211365,Houston,Harris,86.0,61.0,10.0,9.2,0.0,Mostly Cloudy
A-3164324,2,2017-11-02 14:59:44,2017-11-02 15:44:18,0.0,29.753504,-95.349922,Houston,Harris,87.8,55.0,10.0,8.1,0.0,Scattered Clouds
A-3164325,2,2017-11-02 15:00:36,2017-11-02 15:45:18,0.0,29.616035,-95.216179,Houston,Harris,88.0,61.0,10.0,15.0,0.0,Scattered Clouds
A-3164326,2,2017-11-02 15:07:07,2017-11-02 15:51:54,0.0,29.788622,-95.468033,Houston,Harris,87.8,55.0,10.0,15.0,0.0,Scattered Clouds
A-3164327,2,2017-11-02 15:13:58,2017-11-02 15:58:26,0.0,29.653715,-95.549713,Houston,Harris,89.1,55.0,10.0,15.0,0.0,Partly Cloudy
A-3164328,2,2017-11-02 15:16:29,2017-11-02 16:01:16,0.0,29.645149,-95.368401,Houston,Harris,87.8,55.0,10.0,15.0,0.0,Scattered Clouds
A-3164330,3,2017-11-02 15:56:26,2017-11-02 16:40:36,0.0,29.742176,-95.364052,Houston,Harris,87.8,58.0,10.0,8.1,0.0,Scattered Clouds
A-3164331,2,2017-11-02 16:02:02,2017-11-02 16:31:55,0.0,29.66705300000001,-95.568993,Houston,Harris,88.0,57.0,10.0,12.7,0.0,Partly Cloudy
A-3164332,3,2017-11-02 16:11:32,2017-11-02 16:41:03,0.0,29.744165,-95.361115,Houston,Harris,86.0,62.0,10.0,8.1,0.0,Mostly Cloudy
A-3164333,2,2017-11-02 16:11:52,2017-11-02 16:41:44,0.0,29.824589000000003,-95.335899,Houston,Harris,87.1,59.0,10.0,10.4,0.0,Mostly Cloudy
A-3164334,2,2017-11-02 16:18:36,2017-11-02 16:48:29,0.0,29.707273,-95.493103,Houston,Harris,86.0,62.0,10.0,8.1,0.0,Mostly Cloudy
A-3164335,2,2017-11-02 16:35:29,2017-11-02 17:05:08,0.0,29.653868,-95.549889,Houston,Harris,87.1,59.0,10.0,13.8,0.0,Scattered Clouds
A-3164336,3,2017-11-02 16:39:27,2017-11-02 17:08:58,0.0,29.784393,-95.575638,Houston,Harris,87.1,59.0,10.0,13.8,0.0,Scattered Clouds
A-3164337,2,2017-11-02 16:48:20,2017-11-02 17:17:56,0.0,29.938923,-95.397278,Houston,Harris,87.1,61.0,10.0,11.5,0.0,Scattered Clouds
A-3164338,2,2017-11-02 16:52:32,2017-11-02 17:22:06,0.0,29.736179,-95.146111,Houston,Harris,87.1,63.0,10.0,15.0,0.0,Scattered Clouds
A-3164339,2,2017-11-02 17:04:44,2017-11-02 17:34:32,0.0,29.70922100000001,-95.308754,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Clear
A-3164340,2,2017-11-02 17:33:32,2017-11-02 18:02:54,0.0,29.597824,-95.38636,Houston,Harris,84.2,62.0,10.0,6.9,0.0,Clear
A-3164341,2,2017-11-02 17:34:22,2017-11-02 18:04:13,0.0,29.67592,-95.537338,Houston,Harris,84.2,62.0,10.0,6.9,0.0,Clear
A-3164342,3,2017-11-02 17:43:46,2017-11-02 18:13:24,0.0,29.814802,-95.375938,Houston,Harris,84.2,62.0,10.0,6.9,0.0,Clear
A-3164343,2,2017-11-02 17:55:33,2017-11-02 18:25:26,0.0,29.682348,-95.395592,Houston,Harris,84.2,62.0,10.0,6.9,0.0,Clear
A-3164344,2,2017-11-02 18:09:43,2017-11-02 18:39:36,0.0,29.735678000000004,-95.306793,Houston,Harris,82.4,66.0,10.0,6.9,0.0,Clear
A-3164345,2,2017-11-02 18:17:40,2017-11-02 18:47:28,0.0,29.814304,-95.545212,Houston,Harris,82.4,66.0,10.0,6.9,0.0,Clear
A-3164349,2,2017-11-02 18:46:07,2017-11-02 19:16:00,0.0,29.739353,-95.331017,Houston,Harris,80.6,74.0,10.0,3.5,0.0,Clear
A-3164350,3,2017-11-02 18:52:28,2017-11-02 19:22:02,0.0,29.948824,-95.416687,Houston,Harris,82.0,71.0,10.0,10.4,0.0,Scattered Clouds
A-3164351,3,2017-11-02 19:04:55,2017-11-02 19:34:27,0.0,29.784481,-95.264954,Houston,Harris,81.0,79.0,10.0,10.4,0.0,Partly Cloudy
A-3164352,2,2017-11-02 19:09:00,2017-11-02 19:38:51,0.0,29.730675,-95.391083,Houston,Harris,80.6,79.0,9.0,5.8,0.0,Clear
A-3164354,3,2017-11-02 19:24:12,2017-11-02 19:53:50,0.0,29.804487,-95.284676,Houston,Harris,80.6,79.0,9.0,5.8,0.0,Clear
A-3164356,2,2017-11-02 19:36:22,2017-11-02 20:06:15,0.0,29.670095,-95.463989,Houston,Harris,78.8,83.0,10.0,3.5,0.0,Clear
A-3164357,3,2017-11-02 19:35:11,2017-11-02 20:04:50,0.0,29.766062,-95.455818,Houston,Harris,78.8,83.0,10.0,3.5,0.0,Clear
A-3164358,2,2017-11-02 20:11:56,2017-11-02 20:41:39,0.0,29.678341,-95.412201,Houston,Harris,78.8,83.0,9.0,9.2,0.0,Clear
A-3164359,2,2017-11-02 20:11:31,2017-11-02 20:41:21,0.0,29.707346,-95.485153,Houston,Harris,78.8,83.0,9.0,9.2,0.0,Clear
A-3164360,3,2017-11-02 20:26:19,2017-11-02 20:56:01,0.0,29.727919,-95.336426,Houston,Harris,77.0,89.0,8.0,6.9,0.0,Clear
A-3164361,2,2017-11-02 21:14:24,2017-11-02 21:44:12,0.0,29.68453,-95.30793,Houston,Harris,78.1,90.0,10.0,5.8,0.0,Scattered Clouds
A-3166623,2,2017-11-03 05:33:24,2017-11-03 06:03:01,0.0,29.597403000000003,-95.386795,Houston,Harris,75.2,94.0,6.0,6.9,0.0,Overcast
A-3166624,2,2017-11-03 05:43:22,2017-11-03 06:13:08,0.0,29.659485,-95.463989,Houston,Harris,75.2,94.0,6.0,6.9,0.0,Overcast
A-3166625,3,2017-11-03 05:50:52,2017-11-03 06:20:27,0.0,29.697172,-95.288391,Houston,Harris,75.9,94.0,7.0,5.8,0.0,Overcast
A-3166626,2,2017-11-03 06:21:53,2017-11-03 06:51:43,0.0,29.725752000000004,-95.501106,Houston,Harris,75.2,94.0,7.0,5.8,0.0,Overcast
A-3166627,2,2017-11-03 06:22:34,2017-11-03 06:52:17,0.0,29.861597,-95.547699,Houston,Harris,75.0,96.0,9.0,0.0,0.0,Overcast
A-3166629,2,2017-11-03 06:39:00,2017-11-03 07:08:50,0.0,29.763063,-95.363907,Houston,Harris,75.2,94.0,7.0,6.9,0.0,Overcast
A-3166630,3,2017-11-03 06:46:32,2017-11-03 07:16:12,0.0,29.725718,-95.476395,Houston,Harris,75.2,94.0,7.0,8.1,0.0,Overcast
A-3166631,2,2017-11-03 06:57:50,2017-11-03 07:27:29,0.0,29.616116,-95.192062,Houston,Harris,75.9,94.0,7.0,4.6,0.0,Mostly Cloudy
A-3166632,2,2017-11-03 06:58:14,2017-11-03 07:27:56,0.0,29.673273,-95.289314,Houston,Harris,75.9,94.0,7.0,4.6,0.0,Mostly Cloudy
A-3166633,2,2017-11-03 07:02:59,2017-11-03 07:32:52,0.0,29.724508,-95.390686,Houston,Harris,75.2,94.0,7.0,8.1,0.0,Overcast
A-3166634,2,2017-11-03 07:02:29,2017-11-03 07:32:16,0.0,29.803919,-95.374771,Houston,Harris,75.2,94.0,7.0,8.1,0.0,Overcast
A-3166635,2,2017-11-03 07:29:20,2017-11-03 07:59:04,0.0,29.865522,-95.520599,Houston,Harris,75.0,96.0,6.0,0.0,0.0,Overcast
A-3166636,3,2017-11-03 07:31:12,2017-11-03 08:30:51,0.0,29.784704,-95.609978,Houston,Harris,77.0,90.0,10.0,8.1,0.0,Overcast
A-3166637,2,2017-11-03 07:37:04,2017-11-03 08:21:36,0.0,29.770056,-95.394005,Houston,Harris,75.2,94.0,7.0,9.2,0.0,Mostly Cloudy
A-3166638,2,2017-11-03 07:41:49,2017-11-03 08:26:41,0.0,29.869806,-95.407852,Houston,Harris,75.9,94.0,7.0,3.5,0.0,Overcast
A-3166639,2,2017-11-03 07:58:47,2017-11-03 08:28:35,0.0,29.7777,-95.429512,Houston,Harris,75.2,94.0,5.0,4.6,0.0,Overcast
A-3166640,2,2017-11-03 08:19:33,2017-11-03 08:49:05,0.0,29.840681,-95.308617,Houston,Harris,75.9,94.0,7.0,3.5,0.0,Overcast
A-3166642,2,2017-11-03 08:23:39,2017-11-03 08:53:19,0.0,29.671047,-95.562653,Houston,Harris,77.0,90.0,10.0,8.1,0.0,Overcast
A-3166643,2,2017-11-03 08:21:31,2017-11-03 09:06:11,0.0,29.675243,-95.551285,Houston,Harris,75.2,94.0,6.0,6.9,0.0,Overcast
A-3166644,2,2017-11-03 08:20:50,2017-11-03 08:50:25,0.0,29.750055,-95.47699,Houston,Harris,75.2,94.0,6.0,6.9,0.0,Overcast
A-3166645,3,2017-11-03 08:31:32,2017-11-03 09:00:55,0.0,29.652521000000004,-95.251442,Houston,Harris,77.0,94.0,10.0,5.8,0.0,Overcast
A-3166646,2,2017-11-03 08:34:04,2017-11-03 09:03:52,0.0,29.805834,-95.357452,Houston,Harris,75.2,94.0,6.0,5.8,0.0,Overcast
A-3166647,2,2017-11-03 08:34:25,2017-11-03 09:04:15,0.0,29.825771000000003,-95.49369,Houston,Harris,75.2,94.0,6.0,5.8,0.0,Overcast
A-3166648,2,2017-11-03 08:40:15,2017-11-03 09:09:44,0.0,29.689341,-95.557533,Houston,Harris,77.0,90.0,10.0,6.9,0.0,Overcast
A-3166651,2,2017-11-03 08:46:37,2017-11-03 09:15:34,0.0,29.812933,-95.569939,Houston,Harris,75.2,94.0,7.0,6.9,0.0,Overcast
A-3166652,2,2017-11-03 08:57:28,2017-11-03 09:26:58,0.0,29.641981,-95.518684,Houston,Harris,75.2,94.0,7.0,6.9,0.0,Overcast
A-3166653,2,2017-11-03 08:56:37,2017-11-03 09:26:16,0.0,29.764797,-95.361298,Houston,Harris,75.2,94.0,7.0,6.9,0.0,Overcast
A-3166655,2,2017-11-03 09:22:12,2017-11-03 09:51:30,0.0,29.745863,-95.364815,Houston,Harris,75.2,94.0,7.0,3.5,0.0,Overcast
A-3166656,2,2017-11-03 09:23:54,2017-11-03 09:53:30,0.0,29.749756,-95.319946,Houston,Harris,75.2,94.0,7.0,3.5,0.0,Overcast
A-3166657,2,2017-11-03 09:22:55,2017-11-03 09:52:39,0.0,29.760983000000003,-95.364288,Houston,Harris,75.2,94.0,7.0,3.5,0.0,Overcast
A-3166658,2,2017-11-03 09:39:04,2017-11-03 10:08:35,0.0,29.605774,-95.250031,Houston,Harris,79.0,90.0,10.0,8.1,0.0,Overcast
A-3166659,2,2017-11-03 09:39:28,2017-11-03 10:09:14,0.0,29.723848,-95.412788,Houston,Harris,77.0,89.0,8.0,0.0,0.0,Overcast
A-3166660,3,2017-11-03 10:05:02,2017-11-03 10:34:20,0.0,29.702377,-95.277908,Houston,Harris,79.0,90.0,10.0,8.1,0.0,Overcast
A-3166662,2,2017-11-03 10:15:16,2017-11-03 10:44:45,0.0,29.747969,-95.572029,Houston,Harris,78.8,83.0,8.0,0.0,0.0,Overcast
A-3166663,2,2017-11-03 10:22:40,2017-11-03 10:52:13,0.0,29.787903000000004,-95.592934,Houston,Harris,78.8,83.0,8.0,0.0,0.0,Overcast
A-3166664,3,2017-11-03 10:26:54,2017-11-03 10:56:17,0.0,29.716459000000004,-95.499268,Houston,Harris,78.8,83.0,9.0,0.0,0.0,Overcast
A-3166666,2,2017-11-03 10:31:34,2017-11-03 11:01:04,0.0,29.756615000000004,-95.358871,Houston,Harris,78.8,83.0,9.0,0.0,0.0,Overcast
A-3166667,2,2017-11-03 10:44:25,2017-11-03 11:28:47,0.0,29.680752,-95.381218,Houston,Harris,78.8,83.0,9.0,0.0,0.0,Overcast
A-3166668,2,2017-11-03 10:44:55,2017-11-03 11:14:39,0.0,29.707346,-95.484612,Houston,Harris,78.8,83.0,9.0,0.0,0.0,Overcast
A-3166669,3,2017-11-03 10:42:59,2017-11-03 11:27:15,0.0,29.769579,-95.340843,Houston,Harris,78.8,83.0,9.0,0.0,0.0,Overcast
A-3166671,2,2017-11-03 10:52:09,2017-11-03 11:21:53,0.0,29.703625,-95.392731,Houston,Harris,78.8,83.0,9.0,4.6,0.0,Overcast
A-3166672,2,2017-11-03 10:59:26,2017-11-03 11:29:17,0.0,29.647762,-95.46357,Houston,Harris,78.8,83.0,9.0,4.6,0.0,Overcast
A-3166673,2,2017-11-03 10:58:36,2017-11-03 11:28:04,0.0,29.784531,-95.563042,Houston,Harris,78.8,83.0,9.0,4.6,0.0,Overcast
A-3166674,2,2017-11-03 10:58:59,2017-11-03 11:28:52,0.0,29.802118,-95.544922,Houston,Harris,78.8,83.0,9.0,4.6,0.0,Overcast
A-3166675,2,2017-11-03 11:02:38,2017-11-03 11:32:27,0.0,29.731657,-95.501213,Houston,Harris,78.8,83.0,9.0,4.6,0.0,Overcast
A-3166676,2,2017-11-03 11:01:13,2017-11-03 11:30:58,0.0,29.774597,-95.217415,Houston,Harris,81.0,85.0,10.0,8.1,0.0,Overcast
A-3166678,2,2017-11-03 11:06:49,2017-11-03 11:36:42,0.0,29.862032,-95.5056,Houston,Harris,80.1,85.0,10.0,4.6,0.0,Overcast
A-3166679,2,2017-11-03 11:14:53,2017-11-03 11:44:46,0.0,29.720011,-95.489021,Houston,Harris,80.6,79.0,10.0,5.8,0.0,Mostly Cloudy
A-3166680,2,2017-11-03 11:12:03,2017-11-03 11:41:55,0.0,29.723906,-95.489105,Houston,Harris,80.6,79.0,10.0,5.8,0.0,Mostly Cloudy
A-3166681,2,2017-11-03 11:11:05,2017-11-03 11:40:54,0.0,29.727793,-95.568047,Houston,Harris,80.6,79.0,10.0,5.8,0.0,Mostly Cloudy
A-3166683,2,2017-11-03 11:27:57,2017-11-03 11:57:48,0.0,29.685383,-95.284325,Houston,Harris,82.9,77.0,10.0,9.2,0.0,Overcast
A-3166684,2,2017-11-03 11:30:03,2017-11-03 11:59:27,0.0,29.939293,-95.331734,Houston,Harris,82.0,76.0,10.0,5.8,0.0,Overcast
A-3166685,2,2017-11-03 11:35:17,2017-11-03 12:05:02,0.0,29.743752,-95.437096,Houston,Harris,82.4,74.0,10.0,8.1,0.0,Overcast
A-3166686,3,2017-11-03 11:32:49,2017-11-03 12:02:29,0.0,29.931725,-95.412003,Houston,Harris,82.0,76.0,10.0,5.8,0.0,Overcast
A-3166688,2,2017-11-03 11:44:55,2017-11-03 12:14:31,0.0,29.67297,-95.431076,Houston,Harris,82.4,74.0,10.0,8.1,0.0,Overcast
A-3166689,2,2017-11-03 11:42:48,2017-11-03 12:12:38,0.0,29.853825,-95.520432,Houston,Harris,82.0,79.0,10.0,8.1,0.0,Mostly Cloudy
A-3166690,2,2017-11-03 11:49:16,2017-11-03 12:19:02,0.0,29.643684000000004,-95.386978,Houston,Harris,82.4,70.0,10.0,8.1,0.0,Overcast
A-3166691,2,2017-11-03 11:55:58,2017-11-03 12:25:44,0.0,29.635590000000004,-95.500626,Houston,Harris,82.4,70.0,10.0,8.1,0.0,Overcast
A-3166693,2,2017-11-03 11:57:03,2017-11-03 12:26:56,0.0,29.770596,-95.416382,Houston,Harris,82.4,70.0,10.0,8.1,0.0,Overcast
A-3166694,2,2017-11-03 12:04:22,2017-11-03 12:49:03,0.0,29.714193,-95.568886,Houston,Harris,82.9,72.0,10.0,13.8,0.0,Overcast
A-3166696,2,2017-11-03 12:16:57,2017-11-03 13:01:41,0.0,29.773640000000004,-95.19252,Houston,Harris,82.9,77.0,10.0,8.1,0.0,Overcast
A-3166697,2,2017-11-03 12:23:24,2017-11-03 13:08:08,0.0,29.598827000000004,-95.353302,Houston,Harris,82.4,74.0,10.0,4.6,0.0,Overcast
A-3166698,2,2017-11-03 12:23:51,2017-11-03 13:08:36,0.0,29.848104,-95.384499,Houston,Harris,82.9,74.0,10.0,5.8,0.0,Overcast
A-3166699,2,2017-11-03 12:29:37,2017-11-03 13:14:25,0.0,29.577477,-95.122017,Houston,Harris,84.2,74.0,7.0,11.5,0.0,Overcast
A-3166700,2,2017-11-03 12:39:25,2017-11-03 13:24:06,0.0,29.774212,-95.397392,Houston,Harris,82.4,70.0,10.0,4.6,0.0,Overcast
A-3166701,2,2017-11-03 12:40:02,2017-11-03 13:24:42,1.1699999570846558,29.951475,-95.331673,Houston,Harris,82.9,74.0,10.0,5.8,0.0,Overcast
A-3166703,2,2017-11-03 12:44:32,2017-11-03 13:28:52,0.0,29.597033000000003,-95.386345,Houston,Harris,82.4,70.0,10.0,4.6,0.0,Overcast
A-3166704,2,2017-11-03 12:46:51,2017-11-03 13:31:38,0.0,29.703861,-95.575386,Houston,Harris,84.0,69.0,10.0,9.2,0.0,Overcast
A-3166705,2,2017-11-03 12:47:42,2017-11-03 13:32:20,0.0,29.76125,-95.349304,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Overcast
A-3166706,2,2017-11-03 12:48:30,2017-11-03 13:33:16,0.0,29.769012,-95.381645,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Overcast
A-3166707,2,2017-11-03 12:59:47,2017-11-03 13:44:34,0.0,29.799877,-95.399162,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Overcast
A-3166708,3,2017-11-03 13:01:34,2017-11-03 13:46:04,0.0,29.73237,-95.381874,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Overcast
A-3166709,2,2017-11-03 13:19:25,2017-11-03 14:04:12,0.0,29.736364,-95.592575,Houston,Harris,84.0,69.0,10.0,9.2,0.0,Overcast
A-3166710,2,2017-11-03 13:21:08,2017-11-03 14:05:54,0.0,29.773640000000004,-95.19252,Houston,Harris,84.0,74.0,10.0,8.1,0.0,Mostly Cloudy
A-3166711,2,2017-11-03 13:38:03,2017-11-03 14:22:24,0.0,29.767090000000003,-95.562119,Houston,Harris,84.2,66.0,10.0,5.8,0.0,Mostly Cloudy
A-3166712,2,2017-11-03 13:51:22,2017-11-03 14:36:10,0.0,29.757214,-95.402344,Houston,Harris,86.0,62.0,10.0,5.8,0.0,Mostly Cloudy
A-3166713,2,2017-11-03 13:54:04,2017-11-03 14:38:48,0.0,29.777493,-95.410286,Houston,Harris,86.0,62.0,10.0,5.8,0.0,Mostly Cloudy
A-3166714,2,2017-11-03 13:58:40,2017-11-03 14:43:14,0.0,29.759352000000003,-95.350327,Houston,Harris,86.0,62.0,10.0,5.8,0.0,Mostly Cloudy
A-3166715,2,2017-11-03 14:16:16,2017-11-03 15:00:35,0.0,29.727718,-95.556992,Houston,Harris,86.0,58.0,10.0,0.0,0.0,Mostly Cloudy
A-3166716,3,2017-11-03 14:24:45,2017-11-03 15:09:00,0.0,29.833372,-95.384331,Houston,Harris,86.0,58.0,10.0,0.0,0.0,Mostly Cloudy
A-3166718,2,2017-11-03 14:28:21,2017-11-03 15:13:10,0.0,29.554735,-95.120224,Houston,Harris,84.2,74.0,8.0,12.7,0.0,Mostly Cloudy
A-3166719,2,2017-11-03 14:29:29,2017-11-03 15:13:57,0.0,29.82266,-95.563927,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166720,2,2017-11-03 14:34:19,2017-11-03 15:19:05,0.0,29.833042,-95.488876,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166721,2,2017-11-03 14:38:42,2017-11-03 15:23:29,0.0,29.70500800000001,-95.538002,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166722,2,2017-11-03 14:37:53,2017-11-03 15:22:42,0.0,29.742567,-95.324577,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166723,2,2017-11-03 14:36:59,2017-11-03 15:21:45,0.0,29.763535,-95.401779,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166724,2,2017-11-03 14:37:22,2017-11-03 15:22:10,0.0,29.764797,-95.361298,Houston,Harris,86.0,58.0,10.0,5.8,0.0,Mostly Cloudy
A-3166725,2,2017-11-03 14:51:38,2017-11-03 15:36:22,0.0,29.768206,-95.352081,Houston,Harris,86.0,58.0,10.0,0.0,0.0,Overcast
A-3166726,2,2017-11-03 15:04:11,2017-11-03 15:49:00,0.0,29.748535,-95.372894,Houston,Harris,86.0,58.0,10.0,0.0,0.0,Overcast
A-3166727,2,2017-11-03 15:35:39,2017-11-03 16:20:24,0.0,29.7106,-95.614799,Houston,Harris,86.0,61.0,10.0,5.8,0.0,Overcast
A-3166728,2,2017-11-03 15:36:08,2017-11-03 16:20:57,0.0,29.737749,-95.489883,Houston,Harris,86.0,58.0,10.0,4.6,0.0,Mostly Cloudy
A-3166729,2,2017-11-03 15:39:03,2017-11-03 16:23:41,0.0,29.75204500000001,-95.55777,Houston,Harris,86.0,58.0,10.0,4.6,0.0,Mostly Cloudy
A-3166730,3,2017-11-03 15:37:15,2017-11-03 16:20:00,0.0,29.846228000000004,-95.333328,Houston,Harris,87.1,57.0,10.0,9.2,0.0,Scattered Clouds
A-3166731,2,2017-11-03 16:02:30,2017-11-03 16:31:46,0.0,29.61673900000001,-95.192009,Houston,Harris,84.0,74.0,10.0,10.4,0.0,Mostly Cloudy
A-3166732,2,2017-11-03 16:02:50,2017-11-03 16:32:41,0.0,29.761301,-95.362816,Houston,Harris,86.0,58.0,10.0,0.0,0.0,Mostly Cloudy
A-3166733,2,2017-11-03 16:09:56,2017-11-03 16:39:43,0.0,29.680424,-95.366684,Houston,Harris,86.0,62.0,10.0,9.2,0.0,Mostly Cloudy
A-3166734,2,2017-11-03 16:26:29,2017-11-03 16:56:20,0.0,29.800264,-95.328232,Houston,Harris,84.2,66.0,10.0,13.8,0.0,Scattered Clouds
A-3166735,3,2017-11-03 16:37:31,2017-11-03 17:07:08,0.0,29.73237,-95.381874,Houston,Harris,84.2,66.0,10.0,13.8,0.0,Scattered Clouds
A-3166736,2,2017-11-03 16:37:55,2017-11-03 17:07:44,0.0,29.750437,-95.501122,Houston,Harris,84.2,66.0,10.0,13.8,0.0,Scattered Clouds
A-3166737,3,2017-11-03 16:37:00,2017-11-03 17:06:14,0.0,29.757835,-95.374901,Houston,Harris,84.2,66.0,10.0,13.8,0.0,Scattered Clouds
A-3166738,2,2017-11-03 16:43:26,2017-11-03 17:13:15,0.0,29.745939,-95.374954,Houston,Harris,84.2,66.0,10.0,13.8,0.0,Scattered Clouds
A-3166739,2,2017-11-03 16:46:43,2017-11-03 17:16:32,0.0,29.840355,-95.477234,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Scattered Clouds
A-3166740,3,2017-11-03 17:01:25,2017-11-03 17:30:51,0.0,29.732349,-95.383186,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Scattered Clouds
A-3166741,3,2017-11-03 17:01:58,2017-11-03 17:31:33,0.0,29.8137,-95.353577,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Scattered Clouds
A-3166742,2,2017-11-03 17:09:22,2017-11-03 17:39:14,0.0,29.689409,-95.553856,Houston,Harris,84.2,66.0,10.0,9.2,0.0,Partly Cloudy
A-3166743,2,2017-11-03 17:14:56,2017-11-03 17:44:05,0.0,29.856586,-95.563972,Houston,Harris,87.1,59.0,10.0,6.9,0.0,Clear
A-3166745,3,2017-11-03 18:01:50,2017-11-03 18:31:35,0.0,29.688772,-95.332016,Houston,Harris,82.0,76.0,10.0,6.9,0.0,Light Rain
A-3166746,2,2017-11-03 18:08:17,2017-11-03 18:38:06,0.0,29.71146400000001,-95.324814,Houston,Harris,80.6,74.0,10.0,8.1,0.0,Mostly Cloudy
A-3166747,2,2017-11-03 18:51:57,2017-11-03 19:21:50,0.0,29.644325,-95.503181,Houston,Harris,78.8,78.0,10.0,8.1,0.0,Scattered Clouds
A-3166748,2,2017-11-03 18:57:16,2017-11-03 19:27:04,0.0,29.674463,-95.574486,Houston,Harris,80.1,76.0,10.0,9.2,0.0,Scattered Clouds
A-3166749,3,2017-11-03 19:04:37,2017-11-03 19:34:02,0.0,29.78491,-95.718704,Houston,Harris,80.1,76.0,10.0,9.2,0.0,Scattered Clouds
A-3166751,2,2017-11-03 19:22:44,2017-11-03 19:52:30,0.0,29.684566,-95.412468,Houston,Harris,78.8,78.0,10.0,9.2,0.0,Clear
A-3166752,2,2017-11-03 19:37:24,2017-11-03 20:07:18,0.0,29.688114,-95.354073,Houston,Harris,78.8,78.0,10.0,8.1,0.0,Clear
A-3166753,3,2017-11-03 19:57:13,2017-11-03 20:26:41,0.0,29.730125,-95.451508,Houston,Harris,78.8,78.0,10.0,5.8,0.0,Clear
A-3166755,2,2017-11-03 20:35:40,2017-11-03 21:05:31,0.0,29.66655,-95.346802,Houston,Harris,77.0,88.0,10.0,5.8,0.0,Scattered Clouds
A-3166756,3,2017-11-03 20:48:41,2017-11-03 21:17:57,0.0,29.758188,-95.351791,Houston,Harris,77.0,83.0,10.0,5.8,0.0,Clear
A-3166757,2,2017-11-03 22:13:14,2017-11-03 22:43:07,0.0,29.70361500000001,-95.596191,Houston,Harris,75.0,90.0,10.0,4.6,0.0,Clear
A-3166758,2,2017-11-03 22:49:46,2017-11-03 23:19:38,0.0,29.707279,-95.340469,Houston,Harris,75.2,94.0,10.0,6.9,0.0,Clear
A-3166759,3,2017-11-03 23:05:33,2017-11-03 23:35:11,0.0,29.729038,-95.441483,Houston,Harris,75.2,94.0,10.0,6.9,0.0,Clear
A-3167798,2,2017-11-04 06:32:58,2017-11-04 07:02:40,0.0,29.81278,-95.563606,Houston,Harris,73.4,100.0,8.0,0.0,0.0,Scattered Clouds
A-3167799,2,2017-11-04 09:18:20,2017-11-04 09:47:41,0.0,29.600216,-95.286446,Houston,Harris,75.9,97.0,10.0,4.6,0.0,Mostly Cloudy
A-3167800,3,2017-11-04 11:05:19,2017-11-04 11:34:55,0.0,29.72868,-95.46022,Houston,Harris,80.6,70.0,10.0,0.0,0.0,Mostly Cloudy
A-3167801,3,2017-11-04 11:45:41,2017-11-04 12:15:19,0.0,29.891201,-95.318069,Houston,Harris,82.9,69.0,10.0,9.2,0.0,Mostly Cloudy
A-3167803,2,2017-11-04 12:27:39,2017-11-04 13:27:15,0.0,29.616619,-95.355339,Houston,Harris,86.0,55.0,10.0,3.5,0.0,Partly Cloudy
A-3167805,2,2017-11-04 15:25:55,2017-11-04 16:10:15,0.0,29.940561,-95.413773,Houston,Harris,84.9,59.0,10.0,5.8,0.0,Mostly Cloudy
A-3167807,3,2017-11-04 17:44:34,2017-11-04 18:14:14,0.0,29.766062,-95.455818,Houston,Harris,82.4,66.0,10.0,8.1,0.0,Partly Cloudy
A-3167808,3,2017-11-04 18:47:54,2017-11-04 19:17:09,0.0,29.784798,-95.562965,Houston,Harris,80.6,65.0,10.0,6.9,0.0,Clear
A-3167809,3,2017-11-04 19:38:25,2017-11-04 20:07:37,0.0,29.77791,-95.381104,Houston,Harris,77.0,78.0,10.0,8.1,0.0,Clear
A-3167810,3,2017-11-04 22:33:04,2017-11-04 23:02:23,0.0,29.595364,-95.194229,Houston,Harris,75.9,91.0,10.0,8.1,0.0,Mostly Cloudy
A-3168351,3,2017-11-05 06:19:47,2017-11-05 07:03:33,0.0,29.848444,-95.333786,Houston,Harris,73.9,97.0,10.0,5.8,0.0,Scattered Clouds
A-3168352,2,2017-11-05 08:08:53,2017-11-05 08:37:48,0.0,29.919298,-95.19986,Houston,Harris,75.0,96.0,10.0,5.8,0.0,Mostly Cloudy
A-3168353,3,2017-11-05 13:22:58,2017-11-05 13:52:23,0.0,29.72868,-95.46022,Houston,Harris,87.8,49.0,10.0,10.4,0.0,Mostly Cloudy
